smiles
CC(C)NC(=O)C1=CC=CO1
COCCNC(=O)C(C)(C)Cl
COC(CN)CN1CCCC1
CC(C)COC(=O)CC(Cl)Cl
CSCC1=CC=C(CF)C=C1
CCN(CC)C(=O)C=CCO
CC[C@H]1CC(NCCO)CN1
CCCCNC1CC(CCl)C1
CCOC(=O)NCCC(C)C
COCCCC(=O)CN(C)C
CNCC1=CC(Br)=CC=C1Cl
CNC(C)C(C(C)C)C(C)C
CCNC1=CC(=O)NC(=O)N1
CCNC(=O)C1NCCC1C
CN1C=C(I)C=C1C(=O)NO
C=CCNC(=O)C1SCCS1
CC1=NN=C(NCC(C)C)O1
CC1CC(CNC2CC2)CO1
NNC(=O)CC1CSCCS1
CCC(NCC(C)C)C(F)F
O=S(=O)(CCF)C1=NN=CN1
CCCNC1CCC(C#N)C1
CCSC1=CC(CC)=CN=N1
CC(C)CSCC(=O)C1CC1
C=CCSC(C)CCC(=C)C
CC1CCN(CC(N)=O)CC1
CC(C)C1=CON=C1C(N)=O
CN1N=C(N)C(I)=C1C(N)=O
CON(C)C(=O)C1CC(=O)C1
CCN(CC)C(=O)CN(C)C
CCON=CC1=C(C)N=CN1
CC(=O)C(C)N1CCNCC1
CC(CO)NC(=O)C1(O)CC1
C#CCN(C)C(=O)NCSC
CC(F)COC(=O)CN(C)C
C=C(F)C(=O)N(C)C(C)(C)C
NCCNC(=O)C1=CN=NS1
C=CCCCCSCCCO
CCCS[C@@H]1CCC[C@H]1OC |&1:4,8|
CC(C)S(=O)(=O)C1=NC=CS1
CC(C)(F)CSC1=CN=NN1
N#CCSC1=CC(O)=CC=C1
CC(=O)CN1CCCNCC1
CCCSC1=CC=C(C)C=N1
CCC(=O)OC(C)C(Cl)(Cl)Cl
CNC(=O)C(C)(C)SCCN
CN(C)CC12CC(CCN1)C2
CNC(=O)C[C@@H](N)CCCN
CC(CC1CCOCC1)=NO
O=C1CNC(=O)C2(CCC2)N1
CON=CC1=C(C)NN=C1C
CONC(=O)C1(N)CCSC1
C#CCNC(=O)C1(C#C)CC1
CC1(C(=O)N[C@@H]2C[C@@H]2F)CC1
CC(O)CC(=O)NC1COC1
CC(CNS(C)(=O)=O)N(C)C
CC(=O)NC1=NC=NC(Cl)=C1
C=CC1=C(CN)SN=C1OC
CC1(NS(C)(=O)=O)CCCC1
CC(O)CN1C(C)CC1(C)C
CNNC(=O)C1=C(F)NN=C1
C=C(Cl)C(=O)N(C)CC(F)F
CCCN(C)C(=O)C(C)C#N
CCC(O)CCNC1COC1
NC/C=C/C(=O)N1CC(O)C1
C[C@@H](CO)NC(=O)NC1CC1
CC1CCCN(CCF)CC1
CC1CCCN1C1=NC=CO1
CCCON=C(C)C(C)CC
[2H]C([2H])([2H])N(C)C(=O)C1=CSC(C)=N1
[2H]C([2H])([2H])N(C)CC1=CSC=C1C#N
[N-]=[N+]=NCC(=O)N1CC(F)C1
FCCCNCC1=NSC=N1
C=C(C)C1=CC(NC)=CC=C1
CC(=O)NC(C(=O)O)C1CC1
OCCN1CCC2(CC1)CC2
CC(C)CCOC(=O)CCF
CCS(=O)(=O)CC1=CSN=N1
CCCCC=NOCC1CC1
C=CC(C)ONC(=O)NCC
CN(C)CC(=O)N(C)CCF
CNCCC(=O)N[C@H](C)CN
CC(C)(O)CN1CCC1(C)C
CC(C)(C#N)NCCCCCl
CCOC(C)SCCCCN
C=CC(C)NCC1CCNC1
CSCCNC1(C2CC2)CC1
C=C(Cl)CNCCCCCC
C[C@H](CF)NC1CCSCC1
CC(CN)N[C@H]1COC(=O)C1
CC(CN)N[C@H]1CCC[C@@H]1F
ClC=CCNC1CNC2CC12
C#CCCC(C)NC(C)CF
CC(F)CNS(=O)(=O)C1CC1
CN(C)C(=O)N1CCCOC1
C=C(F)C(=O)N1CC=C(C)C1
CCC(C#N)N(C)CCCF
CON1CCN(CCF)CC1
CCCOC(=O)CC1CC1C
BrC1=C(C2=CN=CS2)OC=C1
CCOCCN1N=CSC1=O
CC1=CN=CC=C1SCC#N
CC(=O)NC1CCC(F)(F)C1
CC1=C(C(=O)N(C)N)C=CO1
CCC(=O)N[C@H]1CCN(C)C1
[2H]C([2H])([2H])ONC(=O)CN1N=CN=N1
CNCC(=O)NOCCCN
C=CC(C)CSCCCOC
O=C(O)C1C=CCN1CCO
COC(=O)NCCCS(C)=O
CCC1(NCC=CCl)CNC1
FC1=CC=C(C2=NSN=C2)S1
N=C(N)NCCC1=COC=C1
COC(C)CSC1CCSC1
COC[C@H]1CCCN1C(C)C
C#CCC(C)N(CCO)OC
CCC1=CON=C1NC(C)=O
CNC(=O)NCC(O)C(C)O
CNCCSCC1(C)CCC1
CC1COCCCN1CCF
CC=CCNC(C)C1(F)CC1
C#C[C@H](C)NCCS(N)(=O)=O
CS(=O)CCC1CCCCC1
CC1CN(C(=O)C2CCC2)C1
CNC(=O)C(C)SC[C@@H](C)N
CC#CCN(C)C(=O)N(C)C
C=C(C)CSCC(C)(C)CO
C[C@H](O)CONC(=O)C(Cl)Cl
CCC(SCC(F)F)C(N)=O
NC[C@H]1CCC[C@@H]1NCCF
OCCNC[C@H]1CNC[C@H]1O |&1:5,9|
CNCC1(O)CCN(C)CC1
CC(CF)N1CCC=C(Cl)C1
CCOC(=O)C=C(C)COC
C=C(Cl)C(=O)NCC/C=C/C
CC1(C)C(N)CCN1CCN
C=C(Br)CN1C[C@H]2OCC[C@H]21 |&1:6,10|
CN(CCC1CC1)C1COC1
CN(C(=O)CO)C12CC(C1)C2
CSCCNC1(C)CC(F)C1
BrC=CCNC1CC2CC2C1
CN1CCC(C2=NOCC2)C1
O=C(NCCC=CBr)C(F)F
C=C[C@H]1C[C@@H]1C(=O)OC(C)C |&1:2,4|
CC(CCN)NC(CN)CO
CC(C)NC1CON(C)C1=O
OC[C@@H](CF)NCC1CCC1
CSC[C@H]1CC[C@@H]1C(F)(F)F |&1:3,6|
OCC1(C2=CC(Cl)=CS2)CC1
O[C@H]1CC[C@H]1SC1=NN=CS1 |&1:1,4|
C[C@H]1C[C@@H]1N(C)CC1(Cl)CC1 |&1:1,3|
C=C1CC1C1=C(CO)SN=C1
