pKd
3.259509
3.809624
3.59122
2.683414
3.627557
2.718302
3.4684
3.529563
3.793111
3.244288
3.376648
3.669233
3.582221
3.722447
3.453471
3.566316
3.856809
3.500049
3.605978
3.224082
3.718132
3.816994
3.858472
3.998836
2.46271
3.716011
2.525531
3.569902
3.80068
2.776694
3.299473
3.443328
3.264853
3.542769
4.307457
3.370754
3.011541
3.352622
3.861193
3.475669
3.440215
4.081809
4.182137
3.533021
2.47788
3.698226
2.430624
4.251534
2.391567
4.177715
4.355234
3.079887
3.263473
3.591386
3.790034
4.045862
3.642964
3.241965
4.048019
3.99623
3.760322
3.523669
3.809394
3.972232
3.57361
3.000719
3.175949
4.107382
3.01245
3.953172
4.225482
3.617643
3.982213
3.525058
3.992133
3.297046
3.742536
4.095433
3.73272
4.055726
3.261432
2.39841
3.41463
2.76922
3.316006
3.955369
3.629625
3.632061
3.323019
2.701526
3.00904
3.002629
3.733063
3.876783
2.939363
3.730848
3.414058
2.732972
2.886297
3.786785
3.135004
3.74879
2.868776
3.894066
3.931778
3.040074
3.638235
3.059996
3.566922
3.166539
3.137474
2.766761
3.814942
4.097316
3.809673
3.451238
3.45132
4.045854
3.079626
4.616382
3.412601
3.018231
3.804374
3.494812
3.651964
3.71771
3.879722
4.408351
4.062637
2.872419
3.997113
3.168423
3.291811
3.781128
4.007347
3.994974
3.787379
3.762026
1.822308
4.29123
3.587715
3.56464
2.50006
4.078378
3.70472
3.570322
3.224299
3.146806
3.904753
3.682228
4.154364
4.39349
3.455159
3.320341
3.704661
1.745734
4.056756
2.69526
2.578781
2.771156
3.161154
3.372676
3.240976
4.17518
3.746466
4.096588
3.267284
2.875021
3.396771
3.785793
4.057479
3.900346
3.369888
3.754053
4.739715
2.15457
3.402197
3.724356
3.725159
3.986033
3.166923
3.542061
2.7147
3.102957
3.061966
2.880254
3.735921
3.446286
2.448384
2.888053
4.101059
3.696324
3.223011
2.78863
3.522376
3.188989
3.683472
3.334605
3.191311
3.550558
2.698719
3.080246
2.32563
2.619612
4.044779
2.987482
3.894195
3.880869
3.540517
3.15892
3.961604
2.991918
3.48049
3.418635
3.166455
4.135374
3.550708
3.902604
2.674564
3.493257
3.558419
4.816552
3.34226
2.964897
3.891191
3.412675
3.408268
3.360763
3.456358
3.731695
3.260872
3.302877
4.415384
3.401706
3.704248
3.778992
4.023492
2.949449
3.664259
4.25614
4.001781
3.387215
3.993961
3.989124
3.685583
3.137763
4.061611
3.832048
3.668319
3.403817
3.10792
4.058386
2.716931
3.133323
3.488752
3.955992
3.718927
3.457853
3.425782
3.668288
4.012475
2.985374
4.174085
3.213312
3.843214
4.028042
2.321858
2.497493
2.917649
3.060151
3.775178
3.469744
3.336
3.588894
3.778181
3.888091
3.059771
4.075168
3.812223
3.342162
3.710377
3.610738
3.701865
2.907014
3.54842
3.503249
2.618618
3.880559
3.539016
3.071236
3.144666
2.678538
3.822433
4.295803
3.472607
2.592817
3.669329
3.876471
3.599736
3.922415
3.562515
4.489397
3.89713
3.243769
3.37797
3.66334
3.577145
4.097162
3.657331
3.801694
3.956688
3.464111
4.0633
4.254222
4.267078
3.375095
2.905405
3.26388
3.085816
4.053842
3.889618
4.218469
4.148191
3.661201
2.729634
2.743151
2.770518
3.039651
3.747651
2.892244
3.210473
4.345636
3.481776
4.1707
2.782701
4.1038
2.550818
3.282769
2.574846
3.257373
3.970688
3.441569
3.883684
4.064859
3.506618
2.976703
3.002577
3.936138
3.189111
4.152477
3.946229
4.188649
3.108847
3.482777
3.041983
3.626253
2.936231
3.369159
3.744351
3.044434
3.325876
3.08358
3.279636
3.796677
3.495202
3.226827
3.869522
2.884807
3.624944
3.836495
3.214121
3.550482
3.625562
4.037161
2.961877
3.159884
2.559218
4.287812
3.002071
3.328707
2.749947
3.078682
4.549379
4.5081
3.795555
3.645173
4.27363
3.675219
3.621169
2.942457
3.277631
3.270778
2.973399
3.932799
3.033377
4.065362
3.933881
3.683769
3.65177
3.557224
3.612014
3.553374
3.311094
3.385117
4.282694
3.371457
3.556434
4.114597
4.256019
3.592074
2.878083
3.110017
3.103288
2.772019
3.382945
3.799655
5.024325
3.736153
4.189194
2.51973
3.333367
3.455027
3.954526
3.550811
3.503138
2.660146
4.478132
4.059896
3.699558
3.581389
4.541122
3.317718
3.565669
3.695102
3.202923
3.418478
3.898226
3.010324
4.240132
2.725832
3.406233
4.776625
3.681776
3.439766
3.20399
3.0773
3.146838
2.79058
3.688047
4.056002
3.490905
2.546295
2.434179
3.356752
3.447698
3.433373
4.161325
3.284723
3.757763
4.499184
3.933794
3.148547
3.606082
3.356203
4.303453
4.178525
3.292497
2.611517
3.626614
3.102278
4.433998
3.394299
3.609502
2.481572
4.074806
3.571492
3.500036
3.467597
3.212145
2.750869
2.845556
2.81125
3.323723
3.645165
3.151668
3.866124
3.701008
3.95514
3.137689
3.850558
3.871386
3.804409
3.636805
3.878705
3.805427
3.510646
3.257812
2.970493
3.349624
3.158603
2.85429
3.960895
3.923312
3.893723
4.09202
3.406987
3.66091
3.656429
2.892393
4.10495
4.2897
3.328171
2.519272
4.265364
3.790386
3.38887
3.691051
3.101813
4.112543
3.618457
3.731071
3.925654
2.816261
4.565184
4.077929
3.794434
4.029117
3.737786
4.319013
3.472552
2.923936
3.006838
3.440269
3.243993
2.526741
3.598428
3.1758
3.896159
3.000571
3.666073
3.55051
2.397671
3.480726
3.046019
3.307834
3.711197
3.95239
3.362431
3.446635
3.308855
3.860686
3.052043
3.712914
3.440501
4.112655
3.824557
4.172772
3.567419
4.233972
3.543393
4.145719
3.768136
3.854145
4.180383
3.55854
3.770956
3.519959
3.301788
3.549842
3.859764
3.491845
3.270881
3.337424
4.238729
3.594167
3.4917
4.118681
3.088424
3.032693
3.639928
2.662542
3.763232
3.529202
2.816743
2.928517
3.042559
3.313074
3.994843
3.430577
3.585316
3.958929
3.797771
3.177369
3.445631
3.399262
3.429305
3.76601
3.541398
4.217559
3.891573
4.019285
3.789474
3.338337
3.948572
3.373157
3.639687
2.612571
2.978912
4.160327
3.33128
2.914504
2.952806
3.812883
4.067169
3.539053
3.159512
2.289081
4.005727
3.155765
4.102219
3.628495
2.730792
3.653913
3.502283
4.588488
3.807399
4.104876
3.576486
3.56348
3.350973
3.01793
3.830747
3.559128
3.673016
3.475812
3.103217
3.921732
2.162823
4.016729
3.289342
3.72579
3.654552
3.226416
3.534421
2.840183
3.7122
3.128143
2.711172
4.049134
3.928354
3.304716
2.428853
3.49793
2.857621
3.772212
3.664322
2.529188
3.427731
2.805954
2.611815
3.263074
3.920791
2.597669
3.447426
2.696353
3.721577
2.681289
4.118393
3.501338
3.297829
3.011344
3.550459
3.408042
3.265852
3.353736
4.681784
2.780577
3.573998
3.646745
3.347294
3.457952
3.725873
3.046228
3.432877
2.70048
2.763059
3.497393
3.460298
3.595639
3.365232
3.702591
3.951012
3.497949
3.156106
3.982871
3.464773
3.384812
3.915306
3.471551
4.435337
3.37407
3.421273
3.469604
2.820876
3.841336
3.657391
3.626656
2.878309
3.593342
3.114834
2.726469
3.368137
3.722924
3.383551
3.195273
4.064462
3.939759
3.417085
3.94506
3.842912
4.279689
3.976805
3.154989
4.923022
3.542314
4.224315
3.82086
3.402043
3.041044
4.393129
3.195127
4.085247
4.155312
3.789819
3.270281
2.065863
3.949209
3.438636
4.291738
3.424681
4.836647
3.844315
3.995646
3.890628
3.618252
3.056147
3.451573
2.692684
3.219364
3.123949
3.395586
4.420386
2.924561
3.235134
3.997766
4.481265
3.693075
3.228628
3.596493
3.4537
4.010903
4.241645
3.041346
2.366474
3.719775
4.114546
2.717382
2.935969
2.842962
3.824623
2.679453
3.963742
2.931503
3.801904
3.315242
3.55398
1.97328
3.548131
3.240664
3.764235
4.105149
4.246313
3.052773
2.985716
3.752257
3.869424
3.577811
2.543456
3.220345
4.06424
3.829552
3.342248
2.629266
4.08759
2.57234
2.639604
3.764278
2.61785
3.856903
3.937389
3.104331
4.103875
4.289715
3.385632
4.134499
3.858404
3.638769
2.928311
3.355992
3.036603
3.763832
3.385048
3.280907
3.211317
2.826499
3.786346
3.109765
3.002829
4.039923
4.393169
2.991882
3.629543
3.092335
4.464829
3.429933
4.280034
2.65389
3.356707
2.987969
3.278148
3.617858
3.074504
3.761919
3.77384
3.457783
2.493937
2.721669
4.067948
3.161939
3.572496
3.905372
3.288054
4.008516
3.486348
3.81775
3.08484
2.671832
3.333575
3.154847
3.396171
3.269723
3.600932
3.200569
3.912487
3.877813
3.213433
3.79889
2.722126
3.323661
2.725104
3.218411
4.033464
3.422877
3.353294
3.761976
2.925081
3.416792
4.129363
3.68959
3.203254
4.137847
3.899944
4.115722
3.657474
2.70962
4.117518
2.849723
3.139302
3.573391
3.595432
3.047135
4.047131
4.030372
3.114148
3.655937
